Elapsed Time (s),Hot(C),Cold(C),Tset(C),Voltage(V)
354.8283675,30.31,17.12,20,1.98
355.2638743,30.31,17.19,20,2
355.8111701,30.31,17.25,20,1.94
356.2480338,30.31,17.25,20,2.1
356.7922025,30.31,17.25,20,2.04
357.3382607,30.31,17.25,20,1.97
357.7749496,30.31,17.25,20,1.95
358.3206244,30.31,17.25,20,1.97
358.7588537,30.31,17.31,20,1.92
359.3024704,30.31,17.31,20,1.8
359.8493493,30.31,17.44,20,2
360.2854145,30.31,17.44,20,1.96
360.8312969,30.31,17.44,20,1.84
361.265825,30.31,17.5,20,1.99
361.8121397,30.31,17.5,20,2
362.3596582,30.31,17.5,20,1.98
362.798044,30.31,17.5,20,1.91
363.3448005,30.31,17.5,20,1.95
363.7883422,30.31,17.5,20,1.92
364.3410416,30.31,17.56,20,1.93
364.7780116,30.31,17.56,20,1.91
365.3279095,30.31,17.69,20,2.04
365.7677355,30.31,17.69,20,1.95
366.3110065,30.31,17.69,20,2
366.8571126,30.31,17.69,20,1.9
367.2956252,30.31,17.69,20,1.91
367.8412089,30.31,17.69,20,1.92
368.2772145,30.31,17.75,20,2.02
368.8230009,30.31,17.75,20,1.95
369.3723452,30.31,17.75,20,2.01
369.8096938,30.31,17.81,20,1.99
370.3533192,30.31,17.81,20,1.97
370.7908363,30.31,17.81,20,1.89
371.3368967,30.31,17.87,20,1.97
371.8817463,30.31,17.87,20,1.95
372.3163095,30.31,17.94,20,1.95
372.8628001,30.31,17.94,20,1.99
373.3017182,30.31,17.94,20,1.88
373.8451631,30.31,17.94,20,1.92
374.3899615,30.31,18,20,2
374.828702,30.31,18,20,2.02
375.3744395,30.31,18,20,1.91
375.8100209,30.31,18,20,1.97
376.3554471,30.31,18,20,1.92
376.8998621,30.31,18,20,1.88
377.3348763,30.31,18.06,20,1.91
377.8847022,30.31,18.06,20,1.95
378.3226259,30.31,18.06,20,1.95
378.8715026,30.31,18.12,20,1.9
379.3091996,30.31,18.12,20,1.95
379.8541293,30.37,18.12,20,1.98
380.401099,30.37,18.19,20,1.93
380.8391154,30.37,18.19,20,2.08
381.3828363,30.37,18.19,20,1.88
381.8192718,30.37,18.19,20,1.95
382.3657086,30.37,18.19,20,1.96
382.9144142,30.37,18.19,20,1.77
383.3562384,30.37,18.19,20,1.93
383.908113,30.37,18.25,20,1.95
384.3461049,30.37,18.25,20,1.97
384.8885679,30.37,18.25,20,1.94
385.4322991,30.37,18.25,20,2.01
385.8676052,30.37,18.25,20,1.84
386.4136267,30.37,18.31,20,1.94
386.850141,30.37,18.31,20,1.96
387.3982344,30.37,18.37,20,1.81
387.8368409,30.37,18.37,20,1.93
388.3876081,30.37,18.37,20,1.92
388.9403768,30.37,18.37,20,1.96
389.3810003,30.37,18.37,20,1.79
389.9319944,30.37,18.44,20,1.96
390.3695881,30.37,18.44,20,1.98
390.9174325,30.37,18.44,20,1.95
391.3533909,30.37,18.5,20,1.96
391.9052322,30.37,18.5,20,1.92
392.4530799,30.37,18.5,20,1.97
392.8900342,30.37,18.5,20,1.95
393.4371641,30.37,18.5,20,1.93
394.8982379,30.37,18.56,20,1.94
395.443686,30.37,18.56,20,1.95
395.8800104,30.37,18.56,20,1.94
396.4264748,30.37,18.56,20,1.9
396.8614414,30.37,18.56,20,1.91
397.4071314,30.37,18.56,20,1.96
397.9535172,30.37,18.56,20,1.82
398.3897395,30.37,18.69,20,2.18
398.9327593,30.37,18.69,20,1.97
399.3701353,30.37,18.69,20,1.98
399.9187911,30.37,18.69,20,1.97
400.469589,30.37,18.69,20,1.92
400.9056275,30.37,18.75,20,2.1
401.4538426,30.37,18.75,20,1.94
401.8892322,30.37,18.75,20,1.99
402.4356337,30.37,18.75,20,2.01
402.980763,30.37,18.75,20,1.94
403.4166696,30.37,18.75,20,1.99
403.9628012,30.37,18.75,20,1.95
404.4003818,30.37,18.75,20,1.92
404.9460139,30.37,18.75,20,2.09
405.4924581,30.37,18.75,20,1.91
405.9290705,30.37,18.75,20,1.91
406.4760404,30.37,18.75,20,1.88
406.9137559,30.37,18.81,20,1.95
407.4565074,30.37,18.81,20,1.94
407.8959248,30.37,18.81,20,1.91
408.4392254,30.37,18.81,20,1.96
408.9857876,30.37,18.81,20,1.84
409.4231791,30.37,18.87,20,1.99
409.9745967,30.37,18.87,20,1.81
410.409724,30.37,18.87,20,1.91
410.9550896,30.37,18.87,20,1.89
411.499063,30.37,18.87,20,1.99
411.9389374,30.37,18.94,20,1.95
412.4839549,30.37,18.94,20,1.95
412.919867,30.37,18.94,20,1.9
413.4629669,30.37,18.94,20,1.92
414.0086575,30.37,18.94,20,1.95
414.4474812,30.37,18.94,20,1.87
414.9914975,30.37,18.94,20,1.85
415.4288647,30.37,18.94,20,1.86
415.9780102,30.37,18.94,20,1.84
416.5254536,30.37,18.94,20,1.87
416.9686987,30.37,18.94,20,1.9
417.5189934,30.37,19,20,1.92
418.5199542,30.37,19,20,1.93
418.9638882,30.37,19,20,1.9
419.5163443,30.37,19,20,1.9
419.9526942,30.44,19,20,1.87
420.5072386,30.44,19.06,20,1.91
420.9482841,30.44,19.06,20,1.88
421.5019965,30.44,19.06,20,1.94
421.9418979,30.44,19.12,20,1.91
422.4872701,30.44,19.12,20,1.96
423.4654508,30.44,19.1,20,1.75
424.0219977,30.44,19.12,20,1.96
424.4599707,30.44,19.12,20,1.86
425.0067375,30.44,19.19,20,1.96
425.552716,30.44,19.19,20,1.95
425.9882309,30.44,19.25,20,2.03
426.5359676,30.44,19.25,20,1.98
426.9727273,30.44,19.25,20,1.98
427.5170527,30.44,19.25,20,1.98
428.0624979,30.44,19.25,20,1.81
428.4972186,30.44,19.25,20,2.08
429.0438132,30.44,19.25,20,1.93
429.4805343,30.44,19.25,20,1.96
430.0265865,30.44,19.25,20,1.9
430.4619586,30.44,19.25,20,1.99
431.0081124,30.44,19.25,20,1.95
431.5551648,30.44,19.25,20,1.92
431.9910202,30.44,19.25,20,1.98
432.5368669,30.44,19.25,20,1.95
432.972662,30.44,19.25,20,1.9
433.520411,30.44,19.25,20,1.91
434.0701692,30.44,19.25,20,1.89
434.506999,30.44,19.25,20,1.82
435.0516536,30.44,19.25,20,1.92
435.4866643,30.44,19.25,20,1.89
436.0319374,30.44,19.25,20,1.98
436.5787659,30.44,19.25,20,1.92
437.016762,30.44,19.25,20,1.8
437.5620642,30.44,19.25,20,1.79
437.9962676,30.44,19.25,20,1.86
438.5431194,30.44,19.25,20,1.9
439.0901122,30.44,19.31,20,1.94
439.5281773,30.44,19.31,20,1.92
440.0724027,30.44,19.31,20,1.91
440.5099046,30.44,19.31,20,1.9
441.0540178,30.44,1931,20,1.85
441.5998316,30.44,19.37,20,1.94
442.0391893,30.44,19.37,20,1.99
442.5865431,30.44,19.37,20,1.95
443.0229967,30.44,19.37,20,1.91
443.5722885,30.44,19.37,20,1.95
444.0113423,30.44,19.37,20,1.91
444.5641823,30.44,19.37,20,1.89
445.1125062,30.44,19.44,20,1.95
445.5483823,30.44,19.44,20,2.02
446.0944467,30.44,19.44,20,1.95
446.5327411,30.44,19.44,20,1.92
447.0763381,30.44,19.44,20,1.96
447.5169199,30.44,19.44,20,1.94
448.0614502,30.44,19.44,20,1.9
448.6067514,30.44,19.44,20,1.96
449.0407107,30.44,19.44,20,1.97
449.5830069,30.44,19.44,20,1.9
450.1258759,30.44,19.44,20,2
450.5690737,30.44,19.44,20,1.95
451.1110442,30.44,19.44,20,1.95
451.5450733,30.44,19.44,20,1.94
452.0897055,30.44,19.44,20,1.91
452.634876,30.44,19.44,20,1.91
453.0720015,30.44,19.44,20,1.88
453.6159811,30.44,19.44,20,1.78
454.0501919,30.44,19.44,20,2.09
454.5952165,30.44,19.44,20,1.93
455.1381738,30.44,19.44,20,1.89
455.5733006,30.44,19.5,20,1.94
456.1154664,30.44,19.5,20,1.92
456.5503831,30.44,19.5,20,1.9
457.0956941,30.44,19.5,20,1.92
457.6396558,30.44,19.5,20,2
458.0731316,30.44,19.5,20,1.95
458.6162531,30.44,19.5,20,1.91
459.159502,30.44,19.5,20,1.89
459.591306,30.44,19.56,20,1.96
460.1329052,30.44,19.56,20,1.9
460.5691097,30.44,19.56,20,1.98
461.1123252,30.44,19.56,20,1.99
461.6560872,30.5,19.56,20,1.94
462.088419,30.5,19.56,20,1.91
462.6334314,30.5,19.56,20,1.99
463.067699,30.5,19.56,20,1.94
463.6117206,30.5,19.56,20,1.98
464.1538696,30.5,19.62,20,1.97
464.5893605,30.5,19.62,20,1.97
465.1308115,30.5,19.62,20,1.92
465.6720495,30.5,19.62,20,1.96
466.1037104,30.5,19.62,20,1.98
466.6535859,30.5,0.62,20,1.98
467.0895758,30.5,19.62,20,1.94
467.635258,30.5,19.62,20,1.9
468.1780732,30.5,19.62,20,1.96
468.6122882,30.5,19.62,20,1.94
469.1562035,30.5,19.62,20,1.99
469.5869715,30.5,19.62,20,1.95
470.1343915,30.5,19.62,20,1.85
470.6788476,30.5,19.2,20,1.91
471.1185782,30.5,19.62,20,1.98
471.6644008,30.5,19.62,20,1.84
472.0964317,30.5,19.62,20,1.92
472.6406772,30.5,19.62,20,1.99
473.1832449,30.5,19.62,20,1.94
473.6182916,30.5,19.62,20,1.85
474.1616912,30.5,19.62,20,1.9
474.6016462,30.5,19.62,20,2.06
475.1448481,30.5,19.62,20,1.93
475.6894491,30.5,19.69,20,1.95
476.1270523,30.5,19.69,20,1.92
476.6680546,30.5,19.69,20,1.94
477.2114055,30.5,19.69,20,1.93
477.6473751,30.5,19.69,20,1.92
478.1880622,30.5,19.69,20,1.84
478.6232073,30.5,19.69,20,1.94
479.1673958,30.5,19.69,20,1.93
479.7118454,30.5,19.69,20,1.9
480.1448233,30.5,19.69,20,1.97
480.6897562,30.5,19.69,20,1.91
481.1247087,30.5,19.69,20,1.88
481.6710734,30.5,19.69,20,1.92
482.2159128,30.5,19.69,20,1.92
482.6521327,30.5,19.69,20,1.84
483.1959996,30.5,19.75,20,1.97
483.6377373,30.5,19.75,20,1.97
484.1837375,30.5,19.75,20,1.9
484.7283556,30.5,19.75,20,1.98
485.1818237,30.5,19.75,20,1.95
486.6765647,30.5,19.75,20,1.95
487.2200446,30.5,19.75,20,1.98
487.6558073,30.5,19.75,20,1.97
488.2013843,30.5,19.75,20,1.98
488.7463439,30.5,19.75,20,1.92
489.1781819,30.5,19.75,20,1.95
489.7244196,30.5,19.75,20,1.93
490.1606562,30.5,19.75,20,1.95
490.70417,30.5,19.75,20,1.94
491.2477098,30.5,19.75,20,1.95
491.682179,30.5,19.75,20,1.97
492.2383916,30.5,19.75,20,1.78
492.6759973,30.5,19.75,20,1.9
493.2269981,30.5,19.75,20,1.95
493.6591673,30.5,19.75,20,1.88
494.2005618,30.5,19.75,20,1.92
494.7466543,30.5,19.75,20,1.98
495.1784365,30.5,19.75,20,1.98
495.7243657,30.5,19.75,20,1.97
496.1674373,30.5,19.75,20,1.87
497.2697132,30.5,19.75,20,2.03
497.7128494,30.5,19.75,20,1.95
498.25753,30.5,19.75,20,1.95
498.6889298,30.5,19.75,20,1.94
499.2350252,30.5,19.75,20,2.02
499.7778642,30.5,19.75,20,1.92
500.212899,30.5,19.75,20,1.9
500.7533348,30.5,19.75,20,1.93
501.762496,30.5,19.75,20,1.92
502.1993468,30.5,19.75,20,192
502.7757483,30.5,19.75,20,1.84
503.2095883,30.5,19.75,20,192
503.7750103,30.5,19.75,20,1.95
504.2184665,30.5,19.81,20,1.97
504.773196,30.5,19.81,20,1.95
505.2171705,30.5,19.81,20,1.82
505.769073,30.5,19.81,20,1.93
506.2033191,30.5,19.81,20,1.96
506.7504637,30.5,19.81,20,1.86
507.2953062,30.5,19.81,20,1.9
507.7357366,30.5,19.81,20,1.97
508.2868509,30.5,19.81,20,1.87
508.7298729,30.5,19.81,20,1.95
509.2751989,30.5,19.81,20,1.93
509.7134588,30.5,19.81,20,1.96
510.2598248,30.5,19.81,20,1.9
510.809536,30.5,19.81,20,1.89
511.2522554,30.5,19.81,20,1.95
511.8050697,30.5,19.81,20,1.98
512.2441864,30.5,19.81,20,1.95
512.790695,30.5,19.87,20,2.01
513.2232661,30.5,19.87,20,1.99
513.7676175,30.5,19.87,20,2
514.3123233,30.5,19.87,20,1.96
514.7476892,30.5,19.87,20,1.96
515.2918777,30.5,19.87,20,1.95
515.83324,30.5,19.87,20,1.94
516.2736719,30.5,19.87,20,2
516.8186095,30.5,19.87,20,1.9
517.2521369,30.5,19.87,20,2.07
517.7962952,30.5,19.87,20,2.01
518.2389717,30.5,19.87,20,2
518.7879574,30.5,19.87,20,1.99
519.3376751,30.5,19.87,20,1.97
519.7732668,30.5,19.87,20,2
520.3245244,30.5,19.87,20,1.91
520.7636271,30.5,19.87,20,2.01
521.3063564,30.5,19.87,20,2.03
521.849931,30.5,19.87,20,1.85
522.2863071,30.5,19.87,20,1.95
522.8355231,30.5,19.87,20,1.96
523.2775991,30.5,19.87,20,2.03
523.8302417,30.5,19.87,20,2.06
524.2683449,30.5,19.87,20,1.95
524.8176146,30.56,19.87,20,1.9
525.3638206,30.56,19.87,20,1.86
525.8042898,30.56,19.87,20,1.93
526.3494864,30.56,19.87,20,1.69
526.7855883,30.56,19.87,20,1.99
527.3303516,30.56,19.87,20,2
527.7646372,30.56,19.87,20,1.99
528.3092759,30.56,19.87,20,1.95
528.8533487,30.56,19.87,20,1.97
529.2905309,30.56,19.87,20,1.96
529.8329458,30.56,19.87,20,1.92
530.3728411,30.56,19.94,20,1.98
530.8080442,3056,19.94,20,1.94
531.3531461,30.56,19.94,20,2.03
531.7861147,30.56,19.4,20,2.02
532.3642237,30.56,19.94,20,1.98
532.8026202,30.56,19.94,2000,2.04
533.3613796,30.56,19.94,20,1.98
533.7950354,30.56,19.94,20,1.92
534.3388617,30.56,19.94,20,1.97
534.8846774,30.56,19.94,20,2.02
535.3196642,30.56,19.94,20,2.14
535.8657632,30.56,19.87,20,1.88
536.2979023,30.56,19.87,20,1.93
536.8439507,30.56,19.87,20,1.99
537.386719,30.56,19.87,20,1.9
537.8216341,30.6,19.94,20,1.88
538.3790803,30.56,19.94,20,2.01
538.8176169,30.56,19.94,20,1.93
539.3611772,30.56,19.94,20,1.95
539.8003948,30.56,19.94,20,1.98
540.3483469,30.56,19.94,20,1.9
540.891968,30.56,19.94,20,1.98
541.3315225,30.56,19.94,20,2.03
541.879657,30.56,19.94,20,1.97
542.3145339,30.56,19.94,20,1.94
542.859261,30.56,19.94,20,2.01
543.4031663,30.56,19.94,20,1.96
543.8454866,30.56,19.94,20,1.99
544.385783,30.56,1994,20,1.93
544.8224776,30.56,19.94,20,1.95
545.3676364,30.56,19.94,20,1.89
545.9100616,30.56,19.94,20,1.98
546.3534377,30.56,19.94,20,1.99
546.8992493,30.56,19.94,20,1.93
547.3433235,30.56,19.94,20,1.95
547.8869321,30.56,19.94,20,2.04
548.3264925,30.56,19.94,20,1.94
548.8728917,30.56,19.94,20,1.98
549.4147022,30.56,19.94,20,1.98
550.8749321,30.56,19.94,20,1.63
551.4223073,30.56,19.94,20,1.97
551.8617001,30.56,19.94,20,1.97
552.4060884,30.56,19.94,20,1.97
552.842586,30.56,19.94,20,1.99
553.3865201,30.56,19.94,20,1.92
553.9299922,30.56,19.94,20,1.96
554.3699429,30.56,19.94,20,1.96
554.9145255,30.56,19.94,20,1.93
555.3548625,30.56,19.94,20,1.97
555.9030142,30.56,19.94,20,1.96
556.450943,30.56,19.94,20,1.94
556.8863187,30.56,19.94,20,2.05
558.3919547,30.56,19.94,20,1.95
558.9362721,30.56,19.94,20,1.95
559.3725719,30.56,19.94,20,1.97
559.9184625,30.56,19.94,20,1.93
560.460633,30.56,19.94,20,1.91
560.897871,30.56,19.94,20,1.91
561.4423962,30.56,19.94,20,1.9
561.8787405,30.56,1994,20,2.11
562.4576273,30.56,19.94,20,2.03
562.8933806,30.56,19.94,2000,2.05
563.4508204,30.56,19.94,20,1.85
563.886915,30.56,19.94,20,1.98
564.4317403,30.56,19.94,20,1.94
564.9743326,30.56,19.94,20,2.02
565.4086232,30.56,19.94,20,1.95
565.9488823,30.56,19.94,20,1.8
566.4932885,30.56,19.94,20,1.96
566.928246,30.56,19.94,20,1.91
567.4753399,30.56,19.94,20,1.97
567.9082291,3056,19.94,20,1.95
568.4699507,30.56,19.94,20,1.99
568.9072583,30.56,19.94,20,1.98
569.4497182,30.56,19.94,20,1.95
569.995127,30.56,19.94,20,1.98
570.4315245,30.56,19.94,20,1.95
570.9762404,30.56,19.94,20,1.79
571.4163313,30.56,19.94,20,1.89
571.9702284,30.56,19.94,20,1.96
572.4057429,30.56,19.94,20,1.9
572.9500654,30.56,19.94,20,1.99
573.4939489,30.56,20,20,1.91
573.9281888,30.56,20,20,1.96
574.4687409,30.56,20,20,1.98
575.0140722,30.56,20,20,1.95
575.4500303,30.56,20,20,1.98
575.9959571,30.56,20,20,1.96
576.4316916,30.56,20,20,2.04
576.9799967,30.56,20,20,2.01
577.5246828,30.56,20,20,2.02
577.9597144,30.56,20,20,1.96
578.5060084,30.56,20,20,2
578.9402106,30.56,20,20,1.95
579.490061,30.56,20,20,2
579.9268456,30.56,20,20,1.95
580.516541,30.56,20,20,2.03
581.973572,30.56,20,20,1.94
582.5183842,30.56,20,20,2
582.9523573,30.56,20,20,2
583.497921,30.56,20,20,1.96
584.0402389,30.56,20,20,1.99
584.4768677,30.56,20,20,1.78
585.0191474,30.56,20,20,2
585.4571879,30.56,20,20,1.93
585.9996819,30.56,20,20,2
586.5481489,30.56,20,20,2.09
586.9856281,30.56,20,20,2
587.5326819,30.56,20,20,204
587.971952,30.56,20,20,1.94
588.5164022,30.56,20,20,2.05
589.0609694,30.56,20,20,2
589.4979765,30.56,20,20,1.93
590.0392704,30.56,20,20,2.01
590.4749646,30.56,20,20,1.99
591.0193923,30.56,19.94,20,1.95
591.561471,30.56,19.94,20,1.97
591.9957719,30.56,19.94,20,1.96
592.5392861,30.56,19.94,20,2
592.9737432,30.56,19.94,20,1.97
593.517493,30.56,19.94,20,1.92
594.0616817,30.56,19.94,20,1.93
594.4974761,30.56,19.94,20,2
595.040735,30.56,19.94,20,1.92
595.481652,30.56,19.94,20,1.82
596.0308483,30.56,19.94,20,2.04
596.5768087,30.56,19.94,20,1.95
597.0110164,30.56,19.94,20,2.02
597.5531151,30.56,19.94,20,2.24
597.9873545,3056,19.94,20,197
598.5006196,30.56,19.94,20,1.99
599.0443647,30.56,19.94,20,1.94
599.5888216,30.56,19.94,20,2.01
600.025214,30.56,19.94,20,1.64
600.5706999,30.56,19.94,20,1.93
601.0063844,30.56,20,20,2.01
601.551034,30.56,20,20,1.96
602.0969372,30.56,20,20,1.99
602.5300202,30.56,20,20,2.11
603.0756991,30.56,20,20,1.97
603.5165367,30.56,20,20,1.97
604.0653026,30.56,20,20,1.69
604.509676,30.56,20,20,2
605.0661385,30.56,20,20,1.88
605.6168451,30.56,20,20,1.97
606.0550036,30.56,20,20,1.9
606.6032348,30.56,20,20,1.97
607.0365396,30.56,20,20,1.99
607.5817161,30.56,20,20,1.94
608.02176,30.56,20,20,2
608.5708408,30.56,20,20,1.95
609.1259344,30.56,20,20,1.95
609.5602798,30.56,20,20,2.06
610.1063299,30.56,20,20,2.02
610.540817,30.56,20,15,4.86
611.0801256,30.56,20,15,4.62
611.6225545,30.56,20,15,4.77
612.0555632,30.62,19.75,15,4.73
612.6010108,30.62,19.62,15,4.69
613.0365219,30.62,19.37,15,4.59
613.5793726,30.62,19.06,15,4.46
614.1238821,30.69,18.94,15,4.32
614.5593903,30.69,18.94,15,4.2
615.1041083,30.69,18.69,15,4.29
615.5379925,30.69,18.56,15,4.22
616.0829341,30.69,18.31,15,4.08
616.6283712,30.75,18.9,15,4.02
617.0671327,30.75,18.06,15,4
617.6264207,30.75,17.81,15,3.85
618.0683212,30.75,17.69,15,3.82
618.6118023,30.75,17.56,15,3.76
619.0478299,30.75,17.5,15,3.74
619.5876446,30.75,17.5,15,3.76
620.1304333,30.75,17.37,15,3.64
620.5650985,30.75,17.25,15,3.73
621.112093,30.75,17.25,15,3.61
621.6543067,30.75,17.12,15,3.56
622.0900877,30.75,17.06,15,3.51
622.6361718,30.75,17,15,3.5
623.0729952,30.75,16.94,0,3.51
623.6485329,30.75,16.87,15,3.47
624.084342,30.75,16.81,15,3.8
624.6612625,30.75,16.81,15,3.47
625.0999424,30.75,16.81,15,3.46
625.6426849,30.75,16.75,15,3.46
626.077503,30.75,16.62,15,3.38
626.6223395,30.75,16.62,15,3.42
627.1784968,30.75,16.62,15,3.33
627.6165178,30.75,16.56,15,3.36
628.1605842,30.75,16.56,15,3.36
628.5954568,30.75,16.5,15,3.34
629.1414669,30.75,16.5,15,3.32
629.6837428,30.75,16.5,15,3.35
630.1209543,30.75,16.5,15,3.32
630.6664031,30.75,16.44,15,3.3
631.1011209,30.75,16.37,15,3.3
631.6474817,30.75,16.37,15,3.36
632.1905031,30.75,16.37,15,3.31
632.6267676,30.75,16.37,15,3.3
633.1701858,30.75,16.37,15,3.32
633.6114736,30.75,16.37,15,3.33
634.1597714,30.75,16.31,15,3.24
634.7024262,30.75,16.31,15,3.33
635.1370056,30.7,16.31,15,3.32
635.6791816,30.75,16.25,15,3.28
636.1113448,30.75,16.19,15,3.1
636.6874537,30.75,16.19,15,3.29
637.1218228,30.75,16.19,15,3.3
637.6657381,30.75,16.19,15,3.27
638.2080994,30.75,16.19,15,3.3
638.6421385,30.75,16.19,15,3.3
639.1847551,3075,16.19,15,3.37
639.6164503,30.75,16.19,15,3.24
640.1571655,30.75,16.19,15,3.29
640.6954269,30.75,16.19,15,3.27
641.1297817,30.75,16.12,15,3.27
641.6806881,30.75,16.06,15,3.24
642.225451,30.75,16.06,15,3.2
642.6616375,30.75,16.06,15,3.18
643.2065785,30.75,16,15,3.24
643.6422079,30.75,16,15,3.31
644.1833053,30.75,16,15,3.27
644.7278779,30.75,16,15,3.25
645.1642866,30.75,16,15,3.26
645.7045784,30.75,16,15,3.28
646.1409838,30.75,16,15,3.28
646.6869411,30.75,15.94,15,3.31
647.2326434,30.69,15.94,15,3.25
647.6681719,30.69,15.94,15,2.92
648.2111104,30.69,15.94,15,3.25
648.6452665,30.69,15.94,15,3.23
649.1885118,30.69,15.94,15,3.21
649.7413867,30.69,15.94,15,3.32
650.174269,30.69,15.94,15,3.25
650.7162633,30.69,15.94,15,3.3
651.1493683,30.69,15.88,15,3.25
651.6937206,30.69,15.88,15,3.28
652.2359362,30.69,15.88,15,3.18
652.6700714,3069,15.81,15,3.22
653.2456317,30.69,15.81,15,3.14
653.681684,30.69,15.1,15,3.2
654.2375209,30.69,15.81,15,3.23
655.7112374,30.69,15.75,15,3.24
656.2560027,30.69,15.75,15,3.26
656.6919096,30.69,15.75,15,3.28
657.2384398,30.69,15.75,15,3.27
657.680922,30.69,15.69,15,3.21
658.2274256,30.69,15.69,15,3.21
658.7707047,30.69,15.69,15,3.27
659.2047329,30.69,15.69,15,3.22
659.7479002,30.69,15.69,15,3.21
660.1837533,30.69,15.69,15,3.27
660.7296243,30.69,15.69,15,3.23
661.273123,30.69,15.69,15,3.24
661.7093112,30.69,15.69,15,3.21
662.2527561,30.69,15.69,15,3.21
662.6872082,30.69,15.69,15,3.13
663.2317414,30.69,15.69,15,3.25
663.780993,30.69,15.69,15,3.27
664.2236066,30.69,15.69,15,3.24
664.7767968,30.69,15.69,15,3.24
665.2205615,30.69,15.69,15,3.11
665.7716775,30.69,15.69,15,3.26
666.2090783,30.69,15.69,15,3.24
666.7548475,30.69,15.63,15,3.32
667.2985938,30.69,15.63,15,3.3
667.7369974,30.69,15.63,15,3.31
668.2925687,30.69,15.56,15,3.21
668.7366428,30.69,15.56,15,3.21
669.2892828,30.69,15.56,15,3.16
669.7333367,30.69,15.56,1500,3.22
670.2946322,30.69,15.5,15,3.16
670.7308924,30.69,15.5,15,3.18
671.2725303,30.69,15.5,15,3.2
671.8161373,30.69,15.5,15,3.13
672.2521541,30.69,15.5,15,3
672.7980156,30.69,15.5,15,3.2
673.233927,30.69,15.5,15,3.18
673.7789738,30.69,15.5,15,3.11
674.3230066,30.69,15.5,15,3.16
674.7571537,30.69,15.5,15,3.19
675.3093524,30.69,15.5,15,3.2
675.7479873,30.69,15.5,15,3.2
676.29842,30.69,15.5,15,3.09
676.7418504,30.69,15.5,15,3.21
677.2913582,30.69,15.5,15,3.18
677.7318451,30.69,15.5,15,3.2
678.2829318,30.69,15.5,15,3.26
678.8288701,30.69,15.44,15,3.18
679.2699499,30.69,15.44,15,3.14
679.8217094,30.69,15.44,15,3.19
680.263041,30.69,15.44,15,3.2
680.8150349,30.69,15.44,15,3.18
681.2601962,30.69,15.44,15,3.23
681.8150103,30.69,15.44,15,3.22
682.2548292,30.69,15.44,15,3.17
682.8050334,30.69,15.44,15,3.19
683.3472445,30.69,15.44,15,3.22
683.7850847,30.69,15.38,15,3.18
684.3291063,30.69,15.38,15,3.25
684.767709,30.69,15.38,15,3.17
685.3182232,30.69,15.38,15,3.16
685.7570822,30.69,15.38,15,3.31
686.3019376,30.69,15.38,15,3.08
686.8493667,30.69,15.38,15,3.23
687.2871685,30.69,15.38,15,3.18
687.839911,30.69,15.38,15,3.15
688.2839217,30.69,15.38,15,3.21
688.831387,30.69,15.38,15,3.21
689.2744195,30.69,15.38,15,3.19
689.8235681,30.69,15.38,15,3.16
690.3734388,30.69,15.38,15,3.25
690.8093207,30.69,15.31,15,3.14
691.3582501,30.69,15.31,15,2.79
691.7996151,30.69,15.31,15,3.11
692.3515592,30.69,15.31,15,3.2
692.7877288,30.62,15.31,15,3.18
693.3295236,30.62,15.25,15,3.17
693.8743813,30.62,15.25,15,3.12
694.3105416,30.62,15.25,15,3.24
694.8546143,30.62,15.25,15,3.12
695.2931831,30.62,15.25,15,3.15
695.841789,30.62,15.25,15,3.1
696.3842707,30.62,15.25,15,3.13
696.8222566,30.62,15.25,15,2.84
697.3663402,30.62,15.25,15,3.12
697.8039746,30.62,15.25,15,3.13
698.3464518,30.62,15.25,15,3.1
698.8899422,30.62,15.25,15,3.06
699.3269401,30.62,15.25,15,3.16
700.3087244,30.62,15.25,15,3.14
700.8542657,30.62,15.25,15,2.9
701.3979464,30.62,15.25,15,3.14
701.8334942,30.62,15.25,15,3.17
702.3744268,30.62,15.25,15,3.13
702.9151576,30.62,15.25,15,3.13
703.3505025,30.62,15.25,15,3.16
703.8961339,30.62,15.25,15,3.14
704.3318708,30.62,15.25,15,3.18
704.8752737,30.62,15.25,15,3.13
705.4191434,30.62,15.25,15,3.11
705.855346,30.62,15.25,15,3.11
706.3979063,30.62,15.25,15,3.18
706.8327904,30.62,15.25,15,3.13
707.3760648,30.62,15.25,15,3.15
707.9196165,30.62,15.25,15,3.19
708.3541284,30.62,15.25,15,3.17
708.897289,30.62,15.25,15,3.14
709.3337524,30.62,15.25,15,3.11
709.875633,30.62,15.25,15,3.15
710.4242787,30.62,15.25,15,3.14
710.8603122,30.62,15.25,15,3.18
711.4026191,30.62,15.19,15,3.13
711.8383567,30.62,15.19,15,3.17
712.3815401,30.62,15.19,15,3.14
712.9255791,30.62,15.19,15,3.14
713.3599191,30.62,15.19,15,3.07
713.9018667,30.62,15.19,15,3.11
714.446389,30.62,15.19,15,3.18
714.8853197,30.62,15.19,15,3
715.4274545,30.62,15.19,15,3.11
715.8629401,30.62,15.19,15,3.09
716.4124515,30.62,15.19,15,3.18
716.9552982,30.62,15.19,15,3.14
717.3914354,30.62,15.19,15,3.18
717.950341,30.62,15.19,15,3.09
718.3842719,30.62,15.9,15,3.14
718.9421806,30.62,15.19,15,3.16
719.374496,30.62,15.19,15,3.18
719.9203379,30.62,15.19,15,3.19
720.4621646,30.62,15.13,15,3.1
